folioviv,ubica_geo
100446505,1001
100446506,1001
100451302,1001
100451304,1001
100451305,1001
100452901,1001
100452902,1001
100452903,1001
100452904,1001
100452905,1001
100452906,1001
100465001,1001
100465002,1001
100465003,1001
100465004,1001
100465005,1001
100465006,1001
100471602,1001
100471603,1001
100471604,1001
100471605,1001
100471606,1001
100474801,1001
100474802,1001
100474802,1001
100474803,1001
100474804,1001
100474805,1001
100474806,1001
100489701,1001
100489703,1001
100489704,1001
100489705,1001
100489706,1001
100502402,1001
100502403,1001
100502404,1001
100502406,1001
100504001,1001
100504002,1001
100504003,1001
100504006,1001
100524201,1001
100524202,1001
100524203,1001
100524204,1001
100524205,1001
100524206,1001
100530501,1001
100530502,1001
100530503,1001
100530504,1001
100530506,1001
100534301,1001
100534303,1001
100534304,1001
100534305,1001
100534306,1001
100540901,1001
100540903,1001
100540905,1001
100540906,1001
100552402,1001
100552403,1001
100552404,1001
100552405,1001
100552406,1001
100555001,1001
100555003,1001
100555004,1001
100555005,1001
100555006,1001
100555006,1001
100568801,1001
100568802,1001
100568803,1001
100568804,1001
100568805,1001
100568806,1001
100569401,1001
100569402,1001
100569403,1001
100569404,1001
100569405,1001
100569406,1001
100578002,1001
100578003,1001
100578004,1001
100578005,1001
100578006,1001
100579602,1001
100579603,1001
100579604,1001
100579605,1001
100579606,1001
100590701,1001
100590702,1001
100590703,1001
100590704,1001
100590705,1001
100592203,1001
100592204,1001
100592205,1001
100592206,1001
100595601,1001
100595602,1001
100595604,1001
100595605,1001
100595606,1001
100613601,1001
100613602,1001
100613603,1001
100613604,1001
100613605,1001
100620701,1001
100620704,1001
100620705,1001
100620706,1001
100621201,1001
100621202,1001
100621203,1001
100621205,1001
100628501,1001
100628502,1001
100628503,1001
100628504,1001
100628505,1001
100628506,1001
100638301,1001
100638302,1001
100638305,1001
100638306,1001
100639901,1001
100639902,1001
100639903,1001
100639904,1001
100639905,1001
100639906,1001
100644801,1001
100644802,1001
100644803,1001
100644804,1001
100644805,1001
100644806,1001
100656401,1001
100656402,1001
100656403,1001
100656404,1001
100656405,1001
100656405,1001
100656406,1001
100662501,1001
100662504,1001
100662505,1001
100662506,1001
100674301,1001
100674302,1001
100674304,1001
100674305,1001
100674306,1001
100699001,1001
100699002,1001
100699003,1001
100699004,1001
100699005,1001
100703601,1001
100703602,1001
100703604,1001
100703606,1001
100725701,1001
100725703,1001
100725704,1001
100725705,1001
100732701,1001
100732702,1001
100732704,1001
100732705,1001
100732706,1001
100733201,1001
100733202,1001
100733203,1001
100733204,1001
100733205,1001
100733206,1001
100736201,1001
100736202,1001
100736203,1001
100736204,1001
100736205,1001
100736206,1001
100737501,1001
100737502,1001
100737503,1001
100737504,1001
100737505,1001
100737506,1001
100743301,1001
100743302,1001
100743303,1001
100743304,1001
100743305,1001
100746901,1001
100746902,1001
100746903,1001
100746904,1001
100746906,1001
100763801,1001
100763801,1001
100763803,1001
100763804,1001
100763805,1001
100763806,1001
100769401,1001
100769401,1001
100769402,1001
100769403,1001
100769404,1001
100769405,1001
100769406,1001
100774501,1001
100774503,1001
100774504,1001
100774505,1001
100813301,1001
100813302,1001
100813303,1001
100813304,1001
100813305,1001
100818901,1001
100818902,1001
100818903,1001
100818904,1001
100818905,1001
100818906,1001
100828801,1001
100828802,1001
100828803,1001
100828805,1001
100828806,1001
100832401,1001
100832402,1001
100832403,1001
100832404,1001
100832405,1001
100832406,1001
100836001,1001
100836002,1001
100836003,1001
100836004,1001
100836005,1001
100844601,1001
100844603,1001
100844604,1001
100844605,1001
100844606,1001
100851701,1001
100851702,1001
100851704,1001
100851705,1001
100854201,1001
100854202,1001
100854204,1001
100854205,1001
100854206,1001
100857501,1001
100857503,1001
100857505,1001
100857506,1001
100860301,1001
100860302,1001
100860303,1001
100860305,1001
100860306,1001
100862901,1001
100862902,1001
100862903,1001
100862904,1001
100862905,1001
100862906,1001
100874002,1001
100874003,1001
100874005,1001
100874006,1001
100874006,1001
100886601,1001
100886602,1001
100886603,1001
100886605,1001
100890902,1001
100890903,1001
100890905,1001
100906802,1001
100906803,1001
100906804,1001
100906805,1001
100915401,1001
100915402,1001
100915404,1001
100915405,1001
100915406,1001
100915406,1001
100957802,1001
100957803,1001
100957804,1001
100957805,1001
100957806,1001
100961702,1001
100961703,1001
100961704,1001
100961705,1001
100961706,1001
100983002,1001
100983004,1001
100983005,1001
100984601,1001
100984602,1001
100984603,1001
100984604,1001
100984605,1001
100984606,1001
100990401,1001
100990402,1001
100990404,1001
100990406,1001
100999001,1001
100999002,1001
100999003,1001
100999006,1001
101007601,1001
101007602,1001
101007603,1001
101007604,1001
101007605,1001
101007606,1001
101013701,1001
101013702,1001
101013703,1001
101013704,1001
101013705,1001
101014202,1001
101014203,1001
101014204,1001
101014205,1001
101014206,1001
101025501,1001
101025502,1001
101025503,1001
101025504,1001
101025505,1001
101025506,1001
101026301,1001
101026302,1001
101026303,1001
101026303,1001
101026304,1001
101026305,1001
101026306,1001
101032901,1001
101032902,1001
101032903,1001
101032904,1001
101032905,1001
101063801,1001
101063802,1001
101063803,1001
101063804,1001
101063805,1001
101063806,1001
101067401,1001
101067402,1001
101067403,1001
101067404,1001
101083001,1001
101083002,1001
101083003,1001
101083004,1001
101083005,1001
101083006,1001
101086601,1001
101086602,1001
101086603,1001
101086604,1001
101086605,1001
101086606,1001
101096701,1001
101096702,1001
101096703,1001
101096704,1001
101096705,1001
101096706,1001
101103201,1001
101103202,1001
101103203,1001
101103204,1001
101103205,1001
101113701,1001
101113702,1001
101113703,1001
101113704,1001
101113705,1001
101113706,1001
101115201,1001
101115202,1001
101115204,1001
101115205,1001
101115206,1001
101135501,1001
101135502,1001
101135503,1001
101135504,1001
101135505,1001
101135506,1001
101152301,1001
101152302,1001
101152303,1001
101152304,1001
101152305,1001
101152306,1001
101173901,1001
101173902,1001
101173903,1001
101173904,1001
101173906,1001
101175801,1001
101175802,1001
101175805,1001
101175806,1001
101200501,1001
101200501,1001
101200502,1001
101200504,1001
101200505,1001
101204301,1001
101204302,1001
101204303,1001
101204304,1001
101204305,1001
101204306,1001
101206401,1001
101206402,1001
101206403,1001
101206404,1001
101206405,1001
101215001,1001
101215003,1001
101215004,1001
101215005,1001
101215006,1001
101218601,1001
101218602,1001
101218603,1001
101218604,1001
101218605,1001
101218606,1001
101228901,1001
101228903,1001
101228904,1001
101228905,1001
101228906,1001
101233701,1001
101233702,1001
101233703,1001
101233704,1001
101233705,1001
101233706,1001
101251801,1001
101251802,1001
101251803,1001
101251804,1001
101251805,1001
101251806,1001
101262402,1001
101262403,1001
101262404,1001
101262405,1001
101263001,1001
101263002,1001
101263003,1001
101263004,1001
101263005,1001
101263006,1001
101300201,1001
101300202,1001
101300203,1001
101300204,1001
101300205,1001
101300206,1001
101319201,1001
101319202,1001
101319203,1001
101319204,1001
101319206,1001
101329501,1001
101329502,1001
101329503,1001
101329504,1001
101329506,1001
101345301,1001
101345301,1001
101345302,1001
101345303,1001
101345304,1001
101345305,1001
101345306,1001
101348602,1001
101348603,1001
101348604,1001
101348605,1001
101348606,1001
101363901,1001
101363902,1001
101363903,1001
101363904,1001
101363905,1001
101363906,1001
101373801,1001
101373802,1001
101373803,1001
101373806,1001
101374402,1001
101374404,1001
101374406,1001
101375501,1001
101375502,1001
101375503,1001
101375504,1001
101375506,1001
101410301,1001
101410303,1001
101410304,1001
101410305,1001
101410306,1001
101415901,1001
101415902,1001
101415903,1001
101415904,1001
101415906,1001
101417801,1001
101417802,1001
101417804,1001
101417805,1001
101417806,1001
101425403,1001
101425406,1001
101430001,1001
101430002,1001
101430003,1001
101430004,1001
101435601,1001
101435602,1001
101435603,1001
101435604,1001
101435606,1001
101439702,1001
101439703,1001
101439704,1001
101439705,1001
101439706,1001
101440701,1001
101440702,1001
101440703,1001
101440704,1001
101440705,1001
101440706,1001
101449201,1001
101449202,1001
101449203,1001
101449204,1001
101449205,1001
101449205,1001
101449205,1001
101449206,1001
101451501,1001
101451502,1001
101451503,1001
101451504,1001
101451505,1001
101451506,1001
101471201,1001
101471202,1001
101471203,1001
101471205,1001
101471206,1001
101476001,1001
101476002,1001
101476003,1001
101476004,1001
101476004,1001
101476005,1001
101476006,1001
101482601,1001
101482602,1001
101482603,1001
101482604,1001
101482605,1001
101482606,1001
101489301,1001
101489302,1001
101489303,1001
101489303,1001
101489304,1001
101489305,1001
101497502,1001
101497503,1001
101497504,1001
101497505,1001
101497506,1001
101500301,1001
101500303,1001
101500304,1001
101500305,1001
101500306,1001
101513901,1001
101513902,1001
101513903,1001
101513904,1001
101513904,1001
101513906,1001
101517801,1001
101517802,1001
101517803,1001
101517804,1001
101517805,1001
101517806,1001
101520401,1001
101520402,1001
101520402,1001
101520403,1001
101520404,1001
101520405,1001
101520406,1001
101524901,1001
101524903,1001
101524904,1001
101524905,1001
101524906,1001
101563801,1001
101563802,1001
101563804,1001
101563805,1001
101563806,1001
101567401,1001
101567402,1001
101567403,1001
101567405,1001
101602001,1001
101602002,1001
101602003,1001
101602004,1001
101602005,1001
101602006,1001
101618601,1001
101618602,1001
101618603,1001
101618604,1001
101618605,1001
101618606,1001
101633701,1001
101633704,1001
101633705,1001
101640701,1001
101640702,1001
101640703,1001
101640704,1001
101640704,1001
101640706,1001
101644001,1001
101644002,1001
101644003,1001
101644004,1001
101644005,1001
101644006,1001
101656201,1001
101656202,1001
101656203,1001
101656204,1001
101656205,1001
101656206,1001
101659501,1001
101659502,1001
101659503,1001
101659505,1001
101659506,1001
101666601,1001
101666602,1001
101666603,1001
101666604,1001
101666605,1001
101669701,1001
101669702,1001
101669703,1001
101669704,1001
101669705,1001
101669705,1001
101669706,1001
101725202,1001
101725203,1001
101725204,1001
101725206,1001
101730201,1001
101730203,1001
101730204,1001
101730205,1001
101730206,1001
101736301,1001
101736302,1001
101736303,1001
101736306,1001
101742501,1001
101742502,1001
101742503,1001
101742505,1001
101742506,1001
101743301,1001
101743302,1001
101743303,1001
101743304,1001
101743305,1001
101743306,1001
101776901,1001
101776902,1001
101776903,1001
101776904,1001
101776905,1001
101776906,1001
101777801,1001
101777803,1001
101777804,1001
101777805,1001
101777806,1001
101783401,1001
101783402,1001
101783403,1001
101783404,1001
101783405,1001
101783406,1001
101807001,1001
101807002,1001
101807003,1001
101807004,1001
101807005,1001
101807006,1001
101809601,1001
101809602,1001
101809603,1001
101809604,1001
101809605,1001
101809606,1001
101830702,1001
101830703,1001
101830704,1001
101830705,1001
101831201,1001
101831202,1001
101831203,1001
101831204,1001
101831205,1001
101831206,1001
101846501,1001
101846502,1001
101846503,1001
101846504,1001
101846505,1001
101846506,1001
101858902,1001
101858903,1001
101858905,1001
101858906,1001
101889301,1001
101889302,1001
101889303,1001
101889304,1001
101889305,1001
101889306,1001
101892901,1001
101892902,1001
101892903,1001
101892904,1001
101892905,1001
101892906,1001
101899801,1001
101899802,1001
101899805,1001
101899806,1001
101908501,1001
101908502,1001
101908503,1001
101908504,1001
101908505,1001
101908505,1001
101908506,1001
101915302,1001
101915303,1001
101915304,1001
101915305,1001
101915306,1001
101917901,1001
101917902,1001
101917903,1001
101917904,1001
101917906,1001
101924801,1001
101924802,1001
101924803,1001
101924804,1001
101924805,1001
101924806,1001
101931402,1001
101931403,1001
101931404,1001
101957402,1001
101957403,1001
101957404,1001
101957405,1001
101957406,1001
101963002,1001
101963003,1001
101963005,1001
101963006,1001
101988001,1001
101988002,1001
101988003,1001
101988004,1001
101988005,1001
101998013,1003
101998014,1003
101998015,1003
101998016,1003
101998017,1003
101998018,1003
101998407,1003
101998409,1003
101998410,1003
101998412,1003
101998619,1003
101998621,1003
101998622,1003
101998623,1003
101998624,1003
101998801,1003
101998802,1003
101998803,1003
101998804,1003
101998806,1003
102022601,1005
102022602,1005
102022603,1005
102022604,1005
102022605,1005
102022606,1005
102028701,1005
102028702,1005
102028703,1005
102028704,1005
102028706,1005
102037202,1005
102037203,1005
102037204,1005
102037205,1005
102037206,1005
102041501,1005
102041502,1005
102041503,1005
102041504,1005
102041505,1005
102041506,1005
102049602,1005
102049603,1005
102049604,1005
102049605,1005
102060702,1005
102060703,1005
102060704,1005
102060706,1005
102082301,1005
102082302,1005
102082303,1005
102082304,1005
102082305,1005
102082306,1005
102090201,1005
102090202,1005
102090204,1005
102090205,1005
102090206,1005
102095901,1005
102095901,1005
102095903,1005
102095904,1005
102095905,1005
102107802,1005
102107804,1005
102107805,1005
102107806,1005
102110401,1005
102110402,1005
102110403,1005
102110404,1005
102110406,1005
102119001,1005
102119002,1005
102119003,1005
102119004,1005
102119005,1005
102126207,1006
102126207,1006
102126208,1006
102126209,1006
102126210,1006
102126211,1006
102126212,1006
102126319,1006
102126321,1006
102126323,1006
102126324,1006
102126324,1006
102126513,1006
102126515,1006
102126516,1006
102126517,1006
102126518,1006
102126701,1006
102126702,1006
102126703,1006
102126704,1006
102126705,1006
102126706,1006
102137002,1006
102137003,1006
102137005,1006
102137006,1006
102137219,1006
102137220,1006
102137221,1006
102137222,1006
102137223,1006
102137224,1006
102137607,1006
102137609,1006
102137610,1006
102137611,1006
102137713,1006
102137714,1006
102137715,1006
102137716,1006
102137717,1006
102137718,1006
102157019,1006
102157020,1006
102157021,1006
102157022,1006
102157023,1006
102157024,1006
102157413,1006
102157414,1006
102157415,1006
102157416,1006
102157417,1006
102157418,1006
102157807,1006
102157808,1006
102157809,1006
102157810,1006
102157811,1006
102157812,1006
102157901,1006
102157902,1006
102157903,1006
102157904,1006
102157905,1006
102157906,1006
102171213,1007
102171214,1007
102171215,1007
102171216,1007
102171217,1007
102171218,1007
102171519,1007
102171520,1007
102171520,1007
102171521,1007
102171521,1007
102171522,1007
102171522,1007
102171523,1007
102171601,1007
102171602,1007
102171603,1007
102171604,1007
102171605,1007
102171606,1007
102171707,1007
102171708,1007
102171709,1007
102171710,1007
102171711,1007
102171711,1007
102171711,1007
102171711,1007
102171712,1007
102186302,1007
102186303,1007
102186304,1007
102186306,1007
102186419,1007
102186420,1007
102186420,1007
102186421,1007
102186422,1007
102186423,1007
102186424,1007
102186813,1007
102186814,1007
102186815,1007
102186817,1007
102186907,1007
102186908,1007
102186909,1007
102186910,1007
102186910,1007
102186910,1007
102186911,1007
102186912,1007
102209307,1011
102209308,1011
102209309,1011
102209310,1011
102209311,1011
102209312,1011
102209501,1011
102209503,1011
102209504,1011
102209505,1011
102209819,1011
102209820,1011
102209821,1011
102209822,1011
102209823,1011
102209824,1011
102209913,1011
102209914,1011
102209915,1011
102209916,1011
102209917,1011
102209918,1011
102239501,1001
102239502,1001
102239503,1001
102239504,1001
102239505,1001
102240301,1001
102240303,1001
102240304,1001
102240305,1001
102254201,1002
102254203,1002
102254204,1002
102254205,1002
102254206,1002
102254313,1002
102254314,1002
102254315,1002
102254316,1002
102254317,1002
102254318,1002
102254507,1002
102254508,1002
102254509,1002
102254510,1002
102254511,1002
102254512,1002
102254919,1002
102254920,1002
102254921,1002
102254922,1002
102254923,1002
102285902,1005
102285903,1005
102285905,1005
102285906,1005
102315019,1005
102315020,1005
102315021,1005
102315022,1005
102315024,1005
102315413,1005
102315414,1005
102315415,1005
102315416,1005
102315417,1005
102315418,1005
102315807,1005
102315808,1005
102315809,1005
102315810,1005
102315811,1005
102315901,1005
102315902,1005
102315903,1005
102315904,1005
102315905,1005
102338013,1007
102338014,1007
102338015,1007
102338016,1007
102338016,1007
102338016,1007
102338017,1007
102338018,1007
102338407,1007
102338408,1007
102338409,1007
102338410,1007
102338411,1007
102338412,1007
102338620,1007
102338621,1007
102338622,1007
102338623,1007
102338624,1007
102338801,1007
102338802,1007
102338803,1007
102338804,1007
102338805,1007
102338806,1007
102343208,1008
102343209,1008
102343212,1008
102343212,1008
102343319,1008
102343320,1008
102343321,1008
102343322,1008
102343324,1008
102343513,1008
102343514,1008
102343515,1008
102343516,1008
102343517,1008
102343518,1008
102343701,1008
102343702,1008
102343703,1008
102343704,1008
102343705,1008
102343706,1008
102362007,1010
102362008,1010
102362009,1010
102362010,1010
102362011,1010
102362012,1010
102362401,1010
102362402,1010
102362403,1010
102362404,1010
102362405,1010
102362406,1010
102362613,1010
102362614,1010
102362615,1010
102362616,1010
102362617,1010
102362618,1010
102362719,1010
102362720,1010
102362721,1010
102362722,1010
102362723,1010
102362724,1010
102371801,1001
102371802,1001
102371803,1001
102371804,1001
102371805,1001
102371806,1001
160006213,1001
160006214,1001
160006215,1001
160006216,1001
160006217,1001
160006218,1001
160006519,1001
160006520,1001
160006521,1001
160006522,1001
160006523,1001
160006524,1001
160006601,1001
160006602,1001
160006603,1001
160006604,1001
160006605,1001
160006606,1001
160006707,1001
160006708,1001
160006709,1001
160006710,1001
160006711,1001
160014301,1001
160014302,1001
160014303,1001
160014304,1001
160014305,1001
160014306,1001
160014419,1001
160014420,1001
160014421,1001
160014422,1001
160014423,1001
160014424,1001
160014813,1001
160014814,1001
160014815,1001
160014816,1001
160014817,1001
160014818,1001
160014907,1001
160014908,1001
160014910,1001
160014911,1001
160014911,1001
160014912,1001
160019001,1001
160019002,1001
160019003,1001
160019005,1001
160019006,1001
160019007,1001
160019219,1001
160019220,1001
160019221,1001
160019222,1001
160019225,1001
160019227,1001
160019228,1001
160019230,1001
160019608,1001
160019609,1001
160019610,1001
160019611,1001
160019611,1001
160019612,1001
160019713,1001
160019714,1001
160019715,1001
160019716,1001
160019718,1001
160021308,1001
160021309,1001
160021310,1001
160021312,1001
160021502,1001
160021503,1001
160021504,1001
160021505,1001
160021506,1001
160021819,1001
160021821,1001
160021822,1001
160021914,1001
160021915,1001
160021916,1001
160021918,1001
160022007,1001
160022008,1001
160022009,1001
160022010,1001
160022401,1001
160022402,1001
160022403,1001
160022404,1001
160022405,1001
160022406,1001
160022613,1001
160022614,1001
160022615,1001
160022616,1001
160022617,1001
160022618,1001
160022719,1001
160022720,1001
160022721,1001
160022722,1001
160022723,1001
160022724,1001
160028201,1002
160028202,1002
160028203,1002
160028204,1002
160028205,1002
160028206,1002
160028313,1002
160028314,1002
160028315,1002
160028316,1002
160028317,1002
160028318,1002
160028508,1002
160028509,1002
160028510,1002
160028511,1002
160028919,1002
160028920,1002
160028921,1002
160028922,1002
160028923,1002
160028924,1002
160041013,1003
160041014,1003
160041015,1003
160041016,1003
160041017,1003
160041018,1003
160041018,1003
160041407,1003
160041408,1003
160041409,1003
160041410,1003
160041411,1003
160041412,1003
160041619,1003
160041620,1003
160041621,1003
160041624,1003
160041801,1003
160041802,1003
160041803,1003
160041805,1003
160041805,1003
160041806,1003
160060207,1005
160060208,1005
160060209,1005
160060210,1005
160060211,1005
160060212,1005
160060320,1005
160060321,1005
160060322,1005
160060323,1005
160060324,1005
160060513,1005
160060514,1005
160060515,1005
160060516,1005
160060517,1005
160060518,1005
160060701,1005
160060702,1005
160060703,1005
160060704,1005
160060705,1005
160067019,1007
160067020,1007
160067021,1007
160067022,1007
160067023,1007
160067023,1007
160067024,1007
160067413,1007
160067414,1007
160067415,1007
160067416,1007
160067417,1007
160067418,1007
160067807,1007
160067808,1007
160067809,1007
160067810,1007
160067811,1007
160067901,1007
160067902,1007
160067903,1007
160067904,1007
160067905,1007
160067906,1007
160072213,1011
160072214,1011
160072215,1011
160072216,1011
160072217,1011
160072218,1011
160072519,1011
160072520,1011
160072520,1011
160072521,1011
160072522,1011
160072524,1011
160072601,1011
160072603,1011
160072604,1011
160072605,1011
160072707,1011
160072709,1011
160072710,1011
160072711,1011
160072712,1011
160073301,1011
160073302,1011
160073304,1011
160073305,1011
160073306,1011
160073419,1011
160073420,1011
160073421,1011
160073422,1011
160073423,1011
160073813,1011
160073815,1011
160073816,1011
160073817,1011
160073818,1011
160073907,1011
160073908,1011
160073909,1011
160073910,1011
160073912,1011
160076001,1011
160076002,1011
160076003,1011
160076004,1011
160076005,1011
160076006,1011
160076219,1011
160076220,1011
160076221,1011
160076222,1011
160076223,1011
160076224,1011
160076607,1011
160076607,1011
160076608,1011
160076609,1011
160076610,1011
160076611,1011
160076612,1011
160076713,1011
160076714,1011
160076715,1011
160076716,1011
160076717,1011
160076718,1011
160077307,1011
160077308,1011
160077309,1011
160077310,1011
160077311,1011
160077312,1011
160077501,1011
160077501,1011
160077502,1011
160077503,1011
160077504,1011
160077505,1011
160077506,1011
160077820,1011
160077821,1011
160077822,1011
160077823,1011
160077824,1011
160077913,1011
160077914,1011
160077915,1011
160077916,1011
160077917,1011
160077918,1011
160083007,1001
160083008,1001
160083009,1001
160083010,1001
160083011,1001
160083012,1001
160083401,1001
160083402,1001
160083403,1001
160083404,1001
160083405,1001
160083613,1001
160083614,1001
160083615,1001
160083616,1001
160083617,1001
160083618,1001
160083719,1001
160083720,1001
160083721,1001
160083722,1001
160083723,1001
160083724,1001
160092223,1001
160092225,1001
160092313,1001
160092314,1001
160092507,1001
160092508,1001
160092509,1001
160092916,1001
160092919,1001
160093013,1001
160093014,1001
160093016,1001
160093408,1001
160093409,1001
160093410,1001
160093411,1001
160093412,1001
160093621,1001
160093623,1001
160093624,1001
160093801,1001
160093802,1001
160093803,1001
160093804,1001
160093805,1001
160093806,1001
160110205,1001
160110206,1001
160110207,1001
160110208,1001
160110209,1001
160110210,1001
160110222,1001
160110223,1001
160110223,1001
160110224,1001
160110226,1001
160110316,1001
160110317,1001
160110318,1001
160110319,1001
160110320,1001
160110321,1001
160110511,1001
160110512,1001
160110513,1001
160110514,1001
160110515,1001
160110701,1001
160110702,1001
160110703,1001
160110704,1001
160111016,1001
160111017,1001
160111018,1001
160111019,1001
160111020,1001
160111412,1001
160111413,1001
160111414,1001
160111415,1001
160111806,1001
160111807,1001
160111808,1001
160111810,1001
160111811,1001
160111901,1001
160111902,1001
160111903,1001
160111904,1001
160111905,1001
160114211,1001
160114212,1001
160114213,1001
160114214,1001
160114220,1001
160114221,1001
160114222,1001
160114224,1001
160114515,1001
160114516,1001
160114517,1001
160114519,1001
160114604,1001
160114605,1001
160114706,1001
160114707,1001
160114708,1001
160114710,1001
160116301,1001
160116302,1001
160116303,1001
160116304,1001
160116305,1001
160116320,1001
160116321,1001
160116322,1001
160116323,1001
160116324,1001
160116416,1001
160116418,1001
160116419,1001
160116811,1001
160116812,1001
160116813,1001
160116814,1001
160116815,1001
160116906,1001
160116907,1001
160116908,1001
160116909,1001
160116910,1001
160121001,1002
160121002,1002
160121003,1002
160121004,1002
160121005,1002
160121217,1002
160121218,1002
160121219,1002
160121220,1002
160121221,1002
160121222,1002
160121223,1002
160121224,1002
160121225,1002
160121226,1002
160121606,1002
160121607,1002
160121608,1002
160121609,1002
160121610,1002
160121711,1002
160121712,1002
160121713,1002
160121714,1002
160121715,1002
160121716,1002
160147307,1003
160147309,1003
160147310,1003
160147311,1003
160147312,1003
160147501,1003
160147502,1003
160147503,1003
160147504,1003
160147505,1003
160147819,1003
160147820,1003
160147821,1003
160147822,1003
160147824,1003
160147913,1003
160147914,1003
160147915,1003
160147916,1003
160147917,1003
160147918,1003
160150006,1003
160150007,1003
160150008,1003
160150009,1003
160150401,1003
160150402,1003
160150403,1003
160150404,1003
160150405,1003
160150611,1003
160150612,1003
160150613,1003
160150614,1003
160150615,1003
160150716,1003
160150717,1003
160150718,1003
160150719,1003
160152201,1003
160152202,1003
160152203,1003
160152204,1003
160152205,1003
160152222,1003
160152224,1003
160152225,1003
160152312,1003
160152313,1003
160152314,1003
160152315,1003
160152506,1003
160152507,1003
160152508,1003
160152509,1003
160152916,1003
160152917,1003
160152918,1003
160152919,1003
160162011,1003
160162012,1003
160162013,1003
160162014,1003
160162406,1003
160162407,1003
